comments,labels
خیلی خوب بود کل,0
خیلی خوب بود پیشنهاد میکنم امتحان کنید,0
برا توضیح سناریو انگار زورشون کرده بودیم باز خیلی مهم نبود. فضا سازیشون خوب بود. معماهاش خوب بود اینکه یکی اکتراشون وقتی مشکلی داشتین کمکتون میکرد. اینکه اولش میپرسیدن تاچ داشته باشین یا گفتیم همچنان دست زدن.,1
نظر کلیمو میگم خودتون صلاحیت خودتون ببینید دوست دارید برید یا کل الکی پول قطعه چوب گرفتن گیم مستر هم کاملا بی اعصاب بود فضا هم کاملا کوچیکه چون زده بودن ۱۲ نفر فکر کردیم فضا بزرگ هستش حتی پرسیدیم هم گفتن الکی بزرگه بدیاشم گفتیم خوبیاشم بگیم ترسش خداییش خوبه مخصوصا اگر بهتون بک بخوره اکتور هاشم کاملا حرفه ای تر جاهای دیگه بودن کلی تجربه اتاق فراری دارم,1
خیلی بازی خوبی بود ترس بازی بسیار بالا بود معما منطقی تعامل خیلی خفن دکور مرتبط امتحان کنید,0
سلام خسته نباشید عالی بود بازی پر استرس هیجانی بود ،بک زدناش عالی بود اکت های خفن حرفه ای داشتتتتت تحرک بالاااااا همش درحال دوییدن بودیممممم ،برخورد پرسنل عالی بود،سناریو هم بی نظیررررر خلاصه ک ترسناک بوددد اگر ژانر زامبی دوست دارین حتمااااا پیشنهاد میکنمممم تجربه کنید💥👌,0
عالی. هم فضاش هم اکتر هاش. عالی بود. دخترا خودتون نیارین😂😂 اگر میخوای هم ترس هیجان تجربه کنین برین حتماااا برین.,1
یکی اتاق فرار خیلی پر هیجان عالی سبکشون اتاق فرار فرق داشت عالی بود خیلی پیشنهاد میکنم بابت هیجان نوع سبک بازی لذت بخش بود امتحان کنین نوع بازی ترس نمیشه گفت چجوری بود لذت میبرید خیلی خاص بودن,0
ترس شدت کم. نداشتن داستان خوب. اکتور آماتور.,1
هرچی کامنت مثبت خوندیدو بزارید کنار رفتار پرسنل خط فقر یعنی اکتور فقط دنبال بهونه بودن بازیو تموم کنن اتاق اول بهونه ضربه خوردن اکتور (به دروغ) بازیو تموم کردن پول کامل گرفتن ۵ هزار تومن تخفیف دادن ک آدم خندش میگیره میخوره ذوقتون تشکر,1
بازی بشدت بد ران شد انتظار توهین شعور پلیر نداشتیم اصن پشنهاد نمیکنم دکور دیوار سیاه,1
بهترین بازی بود رفتیم عاااااالی بود ???????????????????,0
هر نظری فکرشو کنید عالی بود حرف نداشت دوستانتان برید ممنون تیم حرفه ای بخت سیاه,0
سلام خسته نباشید شب فوقالعاده ای بود دکور بازی بسیار زیبا عین حال ترسناک تم قدیمی سنتی داشت فضا جو بازی ترسناک میکرد عنوان بازی روحی جنی اکتورا سرعت بالایی داشتن سریع غیب میشدن معماها درگیر کننده جالب نظر نوع معما عملی فکری داشت بهترشم کرده بود رفتار جالب عجیب مهربون پرسنل هم عالی ❤❤,0
برخورد بد پرسنل مهم دلیل منصرف شدن بازی بود. بدون اینکه بازی شروع کنیم منصرف شدیم,0
شاهکاری اسم جاسوس توسط تیم قدرتمند لوکو طراحی شده. جاسوس اصلا انتظار ترس نداشته باشید چون حدی حجم هیجان ادرنالین بالاست حس میکنید لباس بارون ایستاده,0
بازی قشنگی پیشنهاد می,1
عاااالی پر ایده های جدید خاص ، ترس هیجانش خیلی خوب بود، اکتورااااا عالی مخصوصا زامبی ها،ما ۶ نفره رفتیم بازی کردیم حسابی بهمون خوش گذشت. خسته نباشید میگم تیم حرفه ای هاری,0
باره دومیه ک اتاق فرارو رفتم بخاطر دچ پایانه بودن بازیش ازین مسخره بازیا نیس ک بازیای اطراف مُد شده ک اخرش بگن طلسم باطل شد فرار کنید دوبازه برگردیم ب فضای اول پایان بازی بی نظیره هر دوپایان امیدوارم راه درستو انتخاب کنید اکتوراشون کاملاحرفه ای کار بلدن بار دوم بازم ترس وجودم میوفتاد صدای جیغ ملودی😂مطمئنم همیشه ذهنم میمونه صداش یکی قشنگ بازیایی بود ک رفتم باتشکر تیم دوس داشتنیتون,0
اولین تجربه بود نسبت تعریف توصیفات انتظارم بیشتر بود احساس میکردم ترس هیجان زیادی تجربه میکنم روی هم رفته نظرم خوب بود زحمات عزیزانی موجبات ترس هیجان تفریح شکل طراحی فراهم کردن سپاسگذارم🙏🏻🙏🏻🙏🏻,0
اول توصیه میکنم تجربه اول بازی نرید چون خیییییلی ترسناکه . تجربه ۶۰ بازی میتونم بگم بهترین اسکیپ روم عمرمو لحاظ رفتم .خیلی عاااااالی بود . ممنون تیم خوبتون ❤️,0
سلام لطف پشتیبانی سایت تایم فور فان کامنت قبلی پاک شد... اول ورود بازی کاملا کپی برداری روستای ناپاک بود... نوع اکت جالب نبود میتونستن بهتر باشن چند بار جابه جایی اکتور دیدیم بدتر ماسک های اکتور بود ترسمون ریخت دکور متوسط بود جذاب نبود ( البته بازی اول هم نام مغرم تقلید هایی بازی آتلیه بود مثل اتاق شطرنجی )درکل بازی لذت نبردیم بازی هم,1
سناریو ضعیف دکور بد تهویه افتضاح بوی مطبوع اکتورها معمولی فضا اصلان تمیز نبود کل ضغیفترین اتاق فرار هایی بود تجربه کردم,1
سلام اول تشکر پرسنل مجموعه طراحی بازی مجذوب میکنه میخ کوب میشه هم طراحی معما هم دکور بک نقطه قوت بازی هست سناریو دکور بازی مطابقت دارد مهم دکور بک مطلابق هم هستند بازی برید مجذوب بازی میشید,0
سلام خسته نباشید دوستان پرسنل خوب بازی اورلاو بدون شک یکی بهترین تجربه حدودا ۷۰ تا بازی، بازیه اورلاو بود. فضاسازی خوب دکور موزیک سناریو بازی قرارداد روند بازی خیلی خوب پیش می,0
اصلا قشنگ نبود 😒😒😒,1
خیلی مسخره بودید احترام هزینه کردید اونجارو ساختید اشتباه کردید ۷ نفر پولامونو ریختیم آشغالی حیف اسم اتاق فرار,1
همچین خیلی عالی بود خیلی صمیمی بودن تشکر داش,0
پیش درامد افتضاح یعنی اول بازی هیچ پیش زمینه ای داستان نداشتم اینکه زود هم رسیده بودیم عجله ای هم نداشتیم هیچ گونه پیش درامدی بازی نداشتیم طراحی معماهاش نسبت ساده بود بیشتر روی ترس بازی تمرکز کرده بودن اونم چندان تعریفی نداشت بک های بدون دلیلی داشت جاهایی گیج میشدیم اکتر های ضعیف بازی ضعیف جاهایی داشتم روند باری خسته میشدم کلافه شده بودم اینقدر معما ساده دارن اذیت میکنن حل کنیم خلاصه بگم ترس زیادی نداشت معما ساده اکتر های ضعیف پیش درامد افتضاح تجربه های اولتونه بدک نیست حرفه ای اصلا توصیه نمیکنم چون کسل کنند میشه براتون البته خالی اطف نباشه برخورد پرسنلشون عالی بود خیلی صمیمانه حوصله بودن خوب یکم تغییر روند بازی اکتر های میتونه یکی بهترین بشه تشکر,1
منکه کیف کردم بخدا خیلی ترسناک بود معما های خوبی داشت برید پشیمون نمیشید,0
نمیدونم چطوری کامنت مثبت میزارید بازی هیچ تناسبی کامتا نداشت پایان بازی کاملا غیر منتظره بود تعداد بکا زیاد بود باعث لوس شدن بازی می شد,1
خیلی خوب بود اولین تجربه خیلی خفن بود😍,0
سلام خداقوت کلام عاااااااالیییییییی وحشت هیجان بسیار عالی ،مخصوصا ملودی دکور عالی بود فضا سازی بی نظیر بود گیم مستر فوق العاده موزیک نور میداد داستان معماهای بازی خیلی خفن بود روون تعامل بازی خیلی خوب یود پرسنل بسیار مودب شخصیت دمتون گرم,0
عالي عالي چي خوب نگم براتون ،دكور عالي،سناريو عالي،معماها عالي،از اونابهتر اتاق استراحت فوق العاده بهتر رفتار پرسنل بود كه كاملا محترمانه بود دمتون گرم بهتون پيشنهاد ميكنم، پشيمون نميشيد,0
۵ نفر کرج اومدیم رسیدیم انقد بد حرف میزنن بیشورن ک شروع بازی کنسل کردیم انقد فهم ندارن ک مخاطب چیجوری رفتار کنن حرف بزنن...اخه پشمک کی باشی ک بخوای منو تهدید کنی ! بقیه بازی خواهش میکنم ک بی ادب انقد تبلیغ نکنن همچنین سایت تایم فور فان تذکر جدی ک اینجور ادمای بیشعور حد خودشونو بدونن... اگر خودتون ارزش قائلید بازی نرید ...,1
سلام جهت سرگرمی حل معما ، اتاق فرار خوبی هست . دنبال ترس وحشت هستین ، پیشنهاد نمیکنم بهتون ، هیجان خوبی داره ترس . ضمن اکتور بازی تعدادش بیشتر بشه هیجان بازی هم قطعا بیشتر میشود . تشکر بچه های محقق ، شب خوبی برامون ساختین,0
داستان فضا سازی عالی بود، خیلی خوب بود بسیار متفاوت تر تمام اتاق فرار هایی بود رفته بودم.,0
متوجه چنتا کامنت منفی دیدم نمیشم درکشون نمیکنم همین الان بازی خارج شدیم موزیک عالی اکتور عالی فضا سازی عالی بزرگ ترس بازی بالا همچیز عالی تهویه خوب همچیز حد بالا بود بهمون خیلی خوش گذشت مرسی برخورد خوبتون,1
خیلی عالی بووووووود,0
اگر اتاق فرار جذابی میخواین امتحان کنین. دکور عالی هیجانی اکتر های بااخلاق مسلط.,0
سلام خسته نباشید ب تیم اتاق فرار کسایی تجربه اتاق فرار بالای ۲ تا دارن پیشنهاد نمیکنم بصورت کلی امتیازی اتاق میدم ب ترتیب : دکور ۴۰ معما ۴۰ هیجان ۷۰ سناریو ۶۰ اکتور امتیازی نمیدم چون ب خواسته خودمون اکتور حذف کردیم (که لذت بازی رفت),1
خیلی خوب بود,0
سلام، پیش آمد: هیچ چیز داستان نمیگن باید حدس بزنید قضیه چیه هیچوقت ربط انگل خواهر متوحه نخواهید شد، طور کلی توقع داستان نداشته باشید. طراحی دکور: تنها اتاق خوب بازی اتاق اول بود اتاق مربوط حیاط، بقیه اصلا تعریفی نداشت. لباس گریم اکتور درحد فاجعه بود. فضاسازی: بازی ترسناکه تا وقتی انگل ببینید، اونموقع دیگه اصلا ترسناک نیست خخخخ معلوم نیست اینجایی هستید خونه انگل، انباریه یا حیاط کلا معلوم نبود. معما: بعضی معما شدت ساده مسخره بود، بعضی هم کاملا بی ربط حتی هینت اپراتور هم اشتباه بود. سرگرمی: نمیخوام اسپویل کنم، حد بگم آخراش خودمون داشتیم خودمون سرگرم میکردیم. برخورد پرسنل: متوسط...,1
بسیار عالی ی لحاظ,0
کرمانشاه اومدیم خیلی شنیده بودیم بازی باید بگم ارزش داشت راه . ای کلیل چیکارکردی تا برگردیم شهر خودمون هم قلبمون میزنه. بخت عزیز هم سلام برسونید عالی بود,0
بازی خوب بود اونجور شنیدیم نبود بد اکران شد اکتور دختر اصلا نبود شنیده بودیم بوده انرژی منفی گیم مستر دکور خوب پایان بسیار بی مفهوم,1
خیلی ترسیدیم بیشتر خندیدیم کیف کردیم. میخواید روحیتون عوض بشه حال کنید شدت پیشنهادش میکنم,0
لطفا گول کامنتهای دروغی تعریف بازی نخورید امیدوارم کامنت پاک نشه تا افراد کمتری اشتباهی بازی برن سناریو بازی نصفه رها شده نمیدونید کجا وارد شدین باید چیکار کنید هیچ وقت نمیفهمید دونفر مردن بقیه کجا رفتن ۲۰ دقیقه اول بازی معطل میشید تا جا جاتون کنن هینت مستقیم تایم دست رفته جبران میکنن محض وارد بشین دقیقه رمز قفل میاد صفحه اکتور بخودشون اجازه میدن مسخره کنن ادای شمارو بیارن بهتون بخندن حرف بزنن گند بزنن باور پذیری بازیتون هیج جای بازی توجیه دکور ، فضا سازی نداره ،سناریو نداره نمیدونم چیه بازی گفته میشه خوب متاسفم بابت هدر کردن پول انرژی زمان ارزشم بازی,1
محشرهههه ، سناریو ، فضا سازیی، اکتور ، هماهنگی نور صدا اکت ، دکور ، ایده ، چیز فکر شده بود ارزش قائل شده بودن. فوق العاده بودین مرسی هستین,0
رفتار پرسنلشون کاملا غیر حرفه ای بد بود، اکتور بچه های گروه آسیب زدن آخر هم تنها معذرت خواهی نکردن بلکه اصلا قبول هم نکردن، داستان فضا سازی ترسش هم معمولی بود.,1
ریدم مجموعتون دزدای بدبخت نظرات خوب گذاشتین سایت فقط,1
ساعت ۲ شبه سانس ۵ ساعت میگذره همچنان حالت تهوع دارم😂از بس ترسیدم هیجان تحرک داشت بازی پیشنهاد میشه امتحان کنید❤️,0
اصن بدرد نمیخوردخیلی ضعیف بود طراحی دکوراشم زیاد قوی نبود اکتورهاهم زیاد خوب نمیترسوندن,1
افتضاح افتضاح... بیشتر شبیه اتاق فکر بود تا اتاق فرار ... رفتار پرنسل خیلی بد بود خیلی بی جنبه بودن .. آخرشم برامون درس اخلاق گذاشتن ترسیدی پریدی بغل دوستت... داد نزنید حرف نزنید حتی جنبه نداشتن.... نزدیک بود یقه ب یقه شن میخایید روزتون خراب کنید اتاق فرار انتخاب کنید,1
دکور بد، غیر استاندارد آسیب زننده بود. زانوهام خورد پایین نمیتونم براحتی خمشون کنم. برخورد پرسونل خوبزو ادمای وجدانین. کل اتاق فرار بنظرم تفریح جالبی نیست. ضد انسانیه. هیجان براب زندگی لازمه اتاق فرار دنبالس نگردید. مجبور میشید همو بمالید نهایتاً ته دلتون خودتون راضی نیستید.,1
رفتار پرسنلشون کاملا غیر حرفه ای بد بود، اکتور بچه های گروه آسیب زدن آخر هم تنها معذرت خواهی نکردن بلکه اصلا قبول هم نکردن، داستان فضا سازی ترسش هم معمولی بود.,1
اقا عالی بود امروز رفتیم نسبت اتاق فرار هایی رفتم عالی بود,0
بهترین اتفاق زندگیم رخ داد روز 🥰 همین قدر قشنگ♥️,1
سلام نمیدونم دوستانی ک اینجا نظر دادن بازی تجربه کردن یا نظر خوب دادن تیم تجربه بیش صد اتاق فرار بازی رفت تنها نقطه مثبت بازی همون قهوه خونس ک بیرون لوک بازیه پر باگ هست بازیشون ، دکور ضعیف اصلا ب سناریو نمیخوره . ۱۵ دقیقه زمان بازی داخل اتاقی زندانی شده بودم ک قفل هم نبود میتونستم خودم بیام بیرون ۱۵ دقیقه جریان بازی خارج شده بودم صدای هم تیمی واضح می,0
عالی بود طراحی دکور ، طراحی معما کلا خیلی خوب بود پیش نهاد می,0
چیز عالی بود,0
مغرم نیاز تعریف منو افراد دبگه فکر نمیکنم دیگه نداشته باشه. چیز فوق,0
دوست دارید پولتون دور بندازین برین اینجا جای خوبیه حروم کردن پولتون ،رفتار پرسنل بد ،اکتا ضعیف ،داستان مضخرف کلا نرید,1
اتاق فرارمهیج ترسناکی بود ممنونم تیم خوبتون پیشنهاد میشه,1
عالی عالی بود دمتون گرم مجموعه تازه ران همچین توقع ای نداشتم دمتون گرم مخصوصا سورپرایز بازیش معما عالی بود فضا سازی عالی بازی سناریو محور تقریبا چیز داخل بازی مربوط سناریو بود,0
خیلی مسخره خیلی اکتوراش مسخره فضا خاکی بوی گند خاک خفت میکنه بازی مسخره ایه اصلا حال نکردیم تازع وسط بازی گفتن وقتتون تمومه بیاین بیرون هر اتاق فراری میریم وقتمون تموم هم بشه میریم وقت اضافه بیرون نمیارن,1
افتضاح بود،بد اتاق فراری بود تا لحظه رفتیم.اکت های خیلی خیلی ضعیف،دکور ضعیف معمولی.معماها بد.اصلا راضی نبودیم ارزش پولی دادیم نداشت مهمتر پشیمونیم وقتی گذاشتیم.,1
تجربه ۱۵۰ تا بازی بهترین شد چیز خوبو عالی بود اکتورا درو دیوار میومدن خیلی ترس بالا بود فضا سازی خوف بود تیم خیلی خیلی خوش گذشت برخورد پرسنل گرم صمیمی کلی رفیق شدیم باهاشون خیلی چسبید دمتون گرم,0
سلام بسیار عالی بود بی نظیر بود .... ممنون بابت اکیپ دوست داشتنیتون❤,0
فضاسازی داستان عالی بود ترسناک بود پایانش میشد بهتر تموم شه. توجه تعداد باید بک نفره انجام میشد خوب بود,0
اصن بدرد نمیخوردخیلی ضعیف بود طراحی دکوراشم زیاد قوی نبود اکتورهاهم زیاد خوب نمیترسوندن,1
بازیییی افتضااااااح بود.نه اکت درست داشت ن معمای درست حسابی.خطرشم زیاد بود هم برق گرفت دوستامونو هم لباسامون پاره شد.گرمااااا شدت زیاد بود کلافه شدیم بازی. رقص اخرشم ک مسخره بود.مغز شیطانشونم برق کار میکرد🤣اصلااااا پیشنهاد نمیشه .حتی خنده دارم نبود مسخره بازیای تاملیش.پولتونو,1
عالی بود هیجان انگیز,0
عالی عالی عالی,0
همون اول ماجرا جذبش شدم،ما نفر بودیم باید بگم فوق العاده بود،من اولین بارم بود اتاق فرار می رفتم دیدن داستان طراحی دکورش لذت بردم.پیشنهاد ویژه☺️👌🏻,0
خیلی درد نخور بود الکی پول میگیرن آکتور خیلی ضعیف بود گریم نداشتن اصلا الکی موهاشو انداخته بودن صورتشون ۲۰تا اتاق فراری رفتم بدترینش بود,1
اتاق فرارش محشره اتاق فرار معما های خفن ترس میخواید باید بگم بهترین اتاق فراره. اکتور خوب بودن دکور طراحی هم خیلی خوب چیده شده بود.,0
فقط برخورد پرسنل خوبه مگر ن بازیش افتضاحه,1
بازی شدت ضعیف دکور ضعیف اکتا زیاد جالب نبود طنز بی بی کل ترس بازیمونو گرفته بود سناریو نسبت دکور بد بود کل پیشنهاد نمیشه پشیمون😐,1
امکان نداره دیگه خودمون دوستانمون بازی مجموعه نایریکا امتحان کنیم ممنون ک بیست خط نوشتید آخر جواب چندتا سوال هامو ندادید ک بعضی مشکلات داخل بازیتون بود انداختید گردن بی تجربگی گروهی ک بالای صد بازی رفته ک کاملا حق دارید وقتی جوابی چیزی عرضه ندارید. جواب کامنتم اشاره نکردید ک معماهاتون ریست نبود وقتی بازیتون مشخص نیست چ وسیله ای کجا هست طبیعتاً وسایل جابجا میشه بالای 100 بازی ک رفتم بازی ب بدی بازی مجمع سایه ندیدم ی محیط 80 متری ک فقط معمای بی سرو تهه ک فقط طراحش می,1
سلام پنجمین اتاق فراری بود تجربه کردم... دکور اکتورها خیلی خوب بودن... معماها منطقی متوسط بود، البته چون تجربه ی زیادی نداشتیم برخی هم تیمی تجربه ی کمی داشتن خیلی هینت گرفتیم... سناریو معمولی بود... شخصی شروع بازی توضیح میداد میتونست حوصله بیشتری خرج بده، مثلا هم تیمی تجربه ی اولش بود اصلا خصوص قفل بهش توضیحی نداد... برخوردشونم مقام مقایسه بازی قبلی رفتم خوب نبود... کل متوسط بود نظرم...,1
بار اول بود بازی میکردیم خیلی عالی بود تجربه خوبی بود .,0
عالی,0
پیش درامد افتضاح یعنی اول بازی هیچ پیش زمینه ای داستان نداشتم اینکه زود هم رسیده بودیم عجله ای هم نداشتیم هیچ گونه پیش درامدی بازی نداشتیم طراحی معماهاش نسبت ساده بود بیشتر روی ترس بازی تمرکز کرده بودن اونم چندان تعریفی نداشت بک های بدون دلیلی داشت جاهایی گیج میشدیم اکتر های ضعیف بازی ضعیف جاهایی داشتم روند باری خسته میشدم کلافه شده بودم اینقدر معما ساده دارن اذیت میکنن حل کنیم خلاصه بگم ترس زیادی نداشت معما ساده اکتر های ضعیف پیش درامد افتضاح تجربه های اولتونه بدک نیست حرفه ای اصلا توصیه نمیکنم چون کسل کنند میشه براتون البته خالی اطف نباشه برخورد پرسنلشون عالی بود خیلی صمیمانه حوصله بودن خوب یکم تغییر روند بازی اکتر های میتونه یکی بهترین بشه تشکر,1
برخورد اکتورها عالی بود تئاتر متفاوت دیزاین عالی مجموع : تشکر مجموعه وزین بازی جدایی,0
سلام اصلا بازی خوبی نبود فقط معماش خوشم اومد دکور فقط سنگ قبرها خوب بود برخورد پرسنل افتضاح بود اینکه زودتر سانس رسیده بودیم بازی ۱۰ دقیقه دیرتر ران کردن بدتر اینکه بازی خیلی زود تموم کردن کلا ۵۰ دقیقه بازی بودیم زود هینت میدادن زود بازی تموم بشه گویا خسته بودن چون سانس آخر بود میخواستن فقط تعطیل کنن برن همین خاطر اصلا برخوردشون راضی نیستم,1
بسیار مزخرف هیچ استانداردی رعایت نشده راهرو بسیار باریک اینکه پول بیشتر بگیرن تا ۱۰ نفر هن راه میدن فضا زور ۴ نفر هم هست بدون کفش باید برید داخل خودش خیلی خطرناکه پای دوستمون شکست امشب چونکه تاریکه فرشها تا خورده زمانی فرار میکنید پاتون گیر میکنه میخورید زمین احتمال شکستن بینی بسیار زیاد هست همون اول ازتون پول میگیرن میدونن اتفاقایی قرار بیفته جر بحث پول نکنن معماش بسیار ضعیف پیشنهاد میکنم اتاق فرار لیست خارج کنید ازتون همون اول امضا میگیرن بلایی سرتون اومد ربطی نداره صورتی هیچ استانداردی رعایت نشده بازیکن جا بی خبر امضا میکنه پول وقتتون هدر ندید مهم تر سلامتیتون دیوار های سیمانی هستش اونجایی بسیار تنگ تاریک هست تمام دست ارنج زمی میکنه کلا بلاک شه بهتره,1
"تنها نکته مثبت ""ناگفته"" فضا بزرگ بودن اتاق بود. معما شدت خسته کننده کسل کننده؛ همین دلیل انصراف دادیم ادامه بازی. ترس اکتور فقط ۱۵ دقیقه اول بازی هیجان داشت خیلی زود تکراری شد هیچ ترسی منتقل نمی کرد. توو اتاق انقدر المنت های اضافی هست هیچ ربطی معماها ندارن فقط تمرکز انرژی پلیر می گیرن. کل اصلا پیشنهاد نمی کنم. ۹۰ دقیقه وقتمون تلف شد فقط. 👎👎👎👎",1
برا توضیح سناریو انگار زورشون کرده بودیم باز خیلی مهم نبود. فضا سازیشون خوب بود. معماهاش خوب بود اینکه یکی اکتراشون وقتی مشکلی داشتین کمکتون میکرد. اینکه اولش میپرسیدن تاچ داشته باشین یا گفتیم همچنان دست زدن.,1
داستان بازی ته مشخصی نداشت،بیشتر فضا سازی ایجاد ترس موزیک بود خیلی جاها بلندی موزیک آزار دهنده بود،اکتورها خیلی ضعیف بودن کاملا حرکاتاشون قابل پیش بینی بود حتی کسی دفعه اولش بود،گریم اکتورها بسیار ابتدایی بود،اگر جثه بزرگی دارید بازی مناسب نیست،اگه دنبال حل کردن معما هستین اغلب معماهای اینجا بسیار پیش پا افتادن،در پایان هم خیلی بی حوصله بی ادب بودن جواب سوال میدادن اهمیتی حرف میدادن,1
بازی شدت ضعیف دکور ضعیف اکتا زیاد جالب نبود طنز بی بی کل ترس بازیمونو گرفته بود سناریو نسبت دکور بد بود کل پیشنهاد نمیشه پشیمون😐,1
۲۵۰ تا تجربه سال سابقه اکتوری کامنتو میزارم اول بازی اکتور تآتریشون افتضاح بود بی ادبانه صحبت میکرد سناریو بازی کلا غیر منطقی دکورشون یکم خوب بود فضاسازی خاصی نداشت اکتایی بازی بعضیاشون خیلی خوب بودن بعضی هاش کاملا صدای پای اکتور میومد خیلی نور گرفته میشد معماها اتاق اول نذاشتن حل کنیم فرستادنمون اتاق دوم اینکه ساعت ۷:۱۵ دقیقه اوردن ۸:۲۵ دقیقه اوردنمون بیرون پرزنتور بازی میپرسیم مگه تایم بازی ۱۰۰ دقیقه مگه,1
حیف وقت پول اولا میرید لباس پاره خاکی میشه اکتور حذف شده بود ترس بازی ۰ معماها خیلی خیلی راحت کمک نمیخواستیم بازیگر میومد میگفت میرفت زود تموم شه کل اصلا هیچ وجه سفارش نمیشه,1
بازی کاملا سناریو محور خوب بود باید ی حرفاشون توجه کنید خیلی جذاب تر کرده بود روند بازیو 👍🏼 اکتورها خیلی حرفه ای بودن تعامل خوب قوی داشتن مخصوصا ضیااااا 👌🏽😍😈👻 دکور بازی خیلی زحمت کشیدن کاملا حس خونه های روستایی القا میکرد👌🏽😍 معماهای غیرمنطقی الکی سخت هم نداشتن اعصاب پلیر باشه ،طراحی معماهاشونم خیلی دوس داشتیم 🥰 یکی موزیکاشونم خیللللی جو خوبی میداد پارتی گرفتیم تا دوستمون بک بیاد 😅🤍 خلاصه عالی لذت بردیم 😍👍🏼👍🏼,0
حلال اولسون هیچان میخوای بسم الله برو اینجا نفست بند میاد قشنگ خدمتکارش خیلی عصبیه مراقب باشید فقط ترس ریده بودیم نع میتونی داد بزنی نع جیغ خیلی خیلی هیجانش بالاس موزیک عالی تعامل عالی بازی تموم,0
مسخره بی ارزش بازی تاریخ,1
نمیدونم چطوری کامنت مثبت میزارید بازی هیچ تناسبی کامتا نداشت پایان بازی کاملا غیر منتظره بود تعداد بکا زیاد بود باعث لوس شدن بازی می شد,1
ایده بازی سناريو خیلی خوب بود درست نتوستن اجراش کنن، برخورد پرسنل خوب نبود بهتر بود راه های دیگه فضا سازی وجود اوردن حس حال بازی استفاده کنن جای بد رفتاری عقده!! منطقه ی اتاق اصلا امن نيست متاسفانه مجبور کردن دیروقت منطقه بانک پیدا کنیم کارت کارت کنیم چون دستگاه پوز نداشتن! کل تجربه جالبی نبود!!,1
خیلی عالی بود طراحی اکتور فضا بسیار عالی هیجان انگیز پیشنهاد میکنم حرفه ای دنبال میکنن اینجا برن,0
خیلی عالی بود برخورد پرسنل عالی معما اکت جذاب خلاصه ک برید نظرم,0
بک های زیادی داشت اکت های فوق العاده ترسناکی میزدند چون بازی طبقاتی بود تعداد اتاق نسبت اتاق فرار های دیگه زیادتر بود خیلی بازی جذاب تر کرده بود . اتاق فرار های دیگه هم رفتم وااااقعا یکی بهترین تجربم تا الان بوده . پرسنل هم رفتار خیلی محترمانه گرمی داشتن طوری بازی کلی هم صحبت کردیم نظرمون میخواستد . تشکر مجموعه ی خوبتون,0
خب خب خب بگم همههههه درجه بودن اصلا حرفی نمی,0
سلام خسته نباشید مجموع بازی خوبی بود ، توصیه میکنم تجربه کنید نقاط مثبت نظر من: فضا زیاد بازی(open map) هیجان خوب واسطه بازی اکتورها نقاط ضعف نظر من: سناریو بازی عین حال قشنگه بخاطر تجربه بازی های قبلی برامون تکراری بود تعداد قفل های بازی سطح معماها نظرم اگر بازی اپن مپ چند پایان متفاوت انتخاب بازیکن درست میکردن جذاب تر میشد,1
سلام.واقعا بازیتون مزخرفه.حیف پولی دادیم،اکت های بی موقع گیم مستر خوابالو.,1
درجه سختی بازی اول خیلی سخت,0
برخورد بد واقا بازی لوس بی مزه ایه .این بود اخه,1
عالی بود نظر دستتون درد نکنه حل معما یکم خیلی پیچیده تر چیزی تصور میشع کرد بود راهنما یی های پیرزن فقط میشه جلو رفت والی نمیشه ،,1
مزخرف بی مزه بود اصلا پیشنهاد نمیشه,1
معما کلا راحت اکتور کاملا معمولی پایین انتظار اتاق راحت دارین انتظار ترستون پایین برین اینجا,1
🌹🌹🌹❤️❤️❤️❤️,0
اصلا پیشنهاد نمیکنم ، اکت های بسیار عالی داستان ترسناک فضا سازی مناسب یکم مشکل گرما تهویه بود عادی هست فضای های غیر استاندارد خطرناک باعث میشه اصلا توصیه نکنم پله هچ تونل سایز هرکسی نبود خطرات جانی هر لحظه شمارو تهدید میکنه خلاصه اگر ورزشکار حرفه ای هستید امادگی جسمانی خوب دارید قبلا هم کلی تجربه اتاق فرار داشتيد بخاطر اکتور های حرفه ای شون ارزش داره غیر صورت اصلا پیشنهاد نمیشه,1
خرابی بد بچه های مردم راازرابدر مکنید لااقل شماره تلفن بدین ازتون شکایت بشه,1
۲۰تا تجربه اتاق فرار ترسناک نظرمو می,1
خسته نباشید میگم تیمتون پکیج کامل طراحی دکور تا سناریو اکت اکتورها عالی مرسی برخورد خوبتون 😍,0
سلام خسته نباشید اتاق فرار طوبی پیشنهاد کسی رفته بود اومدیم خودشم مونده بود اینجوری شد کلا برهان هیچ تعاملی باهامون نداشت هیچ اکتی نداشت کل تایم بازی ۷۰دقیقه شد واسه اصلا انگار عجله داشتن زود تموم بشه هیچ فرصتی نمیدادن تا خودمون معماهارو حل کنیم تا راهکار معما میرسیدیم سریع جوابمو میزدن اینقدر هم آخر بازی مسخره تموم شد واسمون پشیمون شدیم رفتیم فایل صوتی بازی هم گوش میدی مشخصه برهان زیاد کار داره هیچی هیچی انگار اصلا اکتور برهان قهر کرده بود رفته بود یکی دیگه جاش بود توقع داشتم چیزی اتاق فرار شمارش معکوس بالاتر باشه متاسفانه بد خورد ذوقمون,0
